genes,study,relevance
CTSD,IPAbloodclot,IPA
CTSG,IPAbloodclot,IPA
CTSL,IPAbloodclot,IPA
curcumin,IPAbloodclot,IPA
CX3CL1,IPAbloodclot,IPA
CX3CR1,IPAbloodclot,IPA
CXCL1,IPAbloodclot,IPA
CXCL8,IPAbloodclot,IPA
CXCL10,IPAbloodclot,IPA
CXCL12,IPAbloodclot,IPA
CXCL13,IPAbloodclot,IPA
CXCR1,IPAbloodclot,IPA
CXCR2,IPAbloodclot,IPA
cyanovirin-N,IPAbloodclot,IPA
cyclic_GMP,IPAbloodclot,IPA
cyclooxygenase,IPAbloodclot,IPA
cyclophosphamide,IPAbloodclot,IPA
cyclophosphamide/doxorubicin/etoposide/prednisone/rituximab/vincristine,IPAbloodclot,IPA
cyclophosphamide/doxorubicin/etoposide/prednisone/vincristine,IPAbloodclot,IPA
cyclophosphamide/doxorubicin/prednisone/vincristine,IPAbloodclot,IPA
cyclophosphamide/prednisone,IPAbloodclot,IPA
cyclophosphamide/prednisone/rituximab,IPAbloodclot,IPA
cyclosporin_A,IPAbloodclot,IPA
CYCS,IPAbloodclot,IPA
CYP2C9,IPAbloodclot,IPA
CYP2C19,IPAbloodclot,IPA
CYP4F2,IPAbloodclot,IPA
CYP4F11,IPAbloodclot,IPA
CYSLTR2,IPAbloodclot,IPA
cytarabine,IPAbloodclot,IPA
cytochalasin_B,IPAbloodclot,IPA
cytokine,IPAbloodclot,IPA
dabigatran,IPAbloodclot,IPA
dabigatran_etexilate,IPAbloodclot,IPA
DACH1,IPAbloodclot,IPA
dalteparin,IPAbloodclot,IPA
darbepoetin_alfa,IPAbloodclot,IPA
dasatinib,IPAbloodclot,IPA
DDRGK1,IPAbloodclot,IPA
decitabine,IPAbloodclot,IPA
deferiprone,IPAbloodclot,IPA
deferoxamine,IPAbloodclot,IPA
delta-aminolevulinic_acid,IPAbloodclot,IPA
desirudin,IPAbloodclot,IPA
desmopressin,IPAbloodclot,IPA
dexamethasone,IPAbloodclot,IPA
dexamethasone_phosphate,IPAbloodclot,IPA
dexamethasone/rituximab,IPAbloodclot,IPA
dexamethasone/thalidomide,IPAbloodclot,IPA
dextran_sulfate,IPAbloodclot,IPA
DGKA,IPAbloodclot,IPA
DGKB,IPAbloodclot,IPA
DGKD,IPAbloodclot,IPA
DGKE,IPAbloodclot,IPA
DGKG,IPAbloodclot,IPA
DGKH,IPAbloodclot,IPA
DGKI,IPAbloodclot,IPA
DGKK,IPAbloodclot,IPA
DGKQ,IPAbloodclot,IPA
DGKZ,IPAbloodclot,IPA
DIAPH1,IPAbloodclot,IPA
diclofenac,IPAbloodclot,IPA
didanosine,IPAbloodclot,IPA
dimyristoylphosphatidylserine,IPAbloodclot,IPA
diosmin,IPAbloodclot,IPA
dipyridamole,IPAbloodclot,IPA
DMTN,IPAbloodclot,IPA
DNA-methyltransferase,IPAbloodclot,IPA
DNAJB2,IPAbloodclot,IPA
DNMT1,IPAbloodclot,IPA
docetaxel,IPAbloodclot,IPA
docetaxel/gemcitabine,IPAbloodclot,IPA
DOCK1,IPAbloodclot,IPA
DOCK6,IPAbloodclot,IPA
DOCK8,IPAbloodclot,IPA
DOCK9,IPAbloodclot,IPA
DOCK11,IPAbloodclot,IPA
dorsomorphin,IPAbloodclot,IPA
doxorubicin,IPAbloodclot,IPA
doxorubicin/prednisone/ranimustine,IPAbloodclot,IPA
DPP4,IPAbloodclot,IPA
DTNBP1,IPAbloodclot,IPA
DUSP10,IPAbloodclot,IPA
dutasteride,IPAbloodclot,IPA
E._coli_B4_lipopolysaccharide,IPAbloodclot,IPA
E2F1,IPAbloodclot,IPA
E2F3,IPAbloodclot,IPA
eculizumab,IPAbloodclot,IPA
EDN1,IPAbloodclot,IPA
EDNRA,IPAbloodclot,IPA
EDNRB,IPAbloodclot,IPA
edoxaban,IPAbloodclot,IPA
EF6265,IPAbloodclot,IPA
EGR1,IPAbloodclot,IPA
EHD1,IPAbloodclot,IPA
EHD2,IPAbloodclot,IPA
EHD3,IPAbloodclot,IPA
ellagic_acid,IPAbloodclot,IPA
eltrombopag,IPAbloodclot,IPA
emicizumab,IPAbloodclot,IPA
EMILIN2,IPAbloodclot,IPA
endothall,IPAbloodclot,IPA
enoxaparin,IPAbloodclot,IPA
enoxaparin/warfarin,IPAbloodclot,IPA
ENTPD1,IPAbloodclot,IPA
ENTPD2,IPAbloodclot,IPA
EOMES,IPAbloodclot,IPA
EPHB2,IPAbloodclot,IPA
epinephrine,IPAbloodclot,IPA
EPO,IPAbloodclot,IPA
epoprostenol,IPAbloodclot,IPA
EPOR,IPAbloodclot,IPA
eptifibatide,IPAbloodclot,IPA
EPX,IPAbloodclot,IPA
ERK,IPAbloodclot,IPA
ESR1,IPAbloodclot,IPA
estrogen,IPAbloodclot,IPA
ethanol,IPAbloodclot,IPA
etoposide,IPAbloodclot,IPA
ETV6,IPAbloodclot,IPA
EXO1,IPAbloodclot,IPA
F2,IPAbloodclot,IPA
F3,IPAbloodclot,IPA
F5,IPAbloodclot,IPA
F7,IPAbloodclot,IPA
F8,IPAbloodclot,IPA
F9,IPAbloodclot,IPA
F10,IPAbloodclot,IPA
F11,IPAbloodclot,IPA
F12,IPAbloodclot,IPA
F13A1,IPAbloodclot,IPA
F13B,IPAbloodclot,IPA
F13b,IPAbloodclot,IPA
F2R,IPAbloodclot,IPA
F2RL1,IPAbloodclot,IPA
F2RL2,IPAbloodclot,IPA
F2RL3,IPAbloodclot,IPA
F8-VWF,IPAbloodclot,IPA
factor_II/factor_VII/factor_IX/factor_X,IPAbloodclot,IPA
factor_IX___factor_VII___factor_X___prothrombin_drug_combination,IPAbloodclot,IPA
factor_XIII,IPAbloodclot,IPA
FADS2,IPAbloodclot,IPA
FANCA,IPAbloodclot,IPA
FANCC,IPAbloodclot,IPA
FAS,IPAbloodclot,IPA
FASLG,IPAbloodclot,IPA
FBN1,IPAbloodclot,IPA
Fc_gamma_receptor,IPAbloodclot,IPA
Fc_receptor,IPAbloodclot,IPA
FCER1G,IPAbloodclot,IPA
FCGR1A,IPAbloodclot,IPA
FCGR1B,IPAbloodclot,IPA
FCGR2A,IPAbloodclot,IPA
FCGR2B,IPAbloodclot,IPA
FCGR2C,IPAbloodclot,IPA
FCGR3A/FCGR3B,IPAbloodclot,IPA
Fe3+,IPAbloodclot,IPA
FERMT3,IPAbloodclot,IPA
ferric_chloride,IPAbloodclot,IPA
ferrous_chloride,IPAbloodclot,IPA
FGA,IPAbloodclot,IPA
FGB,IPAbloodclot,IPA
FGF4,IPAbloodclot,IPA
FGG,IPAbloodclot,IPA
FGI-106,IPAbloodclot,IPA
Fibrin,IPAbloodclot,IPA
Fibrinogen,IPAbloodclot,IPA
filgrastim,IPAbloodclot,IPA
FKBP1A,IPAbloodclot,IPA
FLI1,IPAbloodclot,IPA
FLNA,IPAbloodclot,IPA
FLT1,IPAbloodclot,IPA
FLT3,IPAbloodclot,IPA
fludarabine_phosphate,IPAbloodclot,IPA
fluorescein,IPAbloodclot,IPA
fluvastatin,IPAbloodclot,IPA
FOLR1,IPAbloodclot,IPA
fondaparinux,IPAbloodclot,IPA
fondaparinux/warfarin,IPAbloodclot,IPA
fostamatinib,IPAbloodclot,IPA
FOXA2,IPAbloodclot,IPA
FOXP3,IPAbloodclot,IPA
FSHR,IPAbloodclot,IPA
fucoidin,IPAbloodclot,IPA
fucosylated_glycosaminoglycan_derivative_5,IPAbloodclot,IPA
furosemide,IPAbloodclot,IPA
FUT10,IPAbloodclot,IPA
FYB1,IPAbloodclot,IPA
FYN,IPAbloodclot,IPA
FZD6,IPAbloodclot,IPA
GABRA1,IPAbloodclot,IPA
GABRA2,IPAbloodclot,IPA
GABRA3,IPAbloodclot,IPA
GABRA4,IPAbloodclot,IPA
GABRA5,IPAbloodclot,IPA
GABRA6,IPAbloodclot,IPA
GALNT3,IPAbloodclot,IPA
GAS6,IPAbloodclot,IPA
gastric_H-K-ATPase,IPAbloodclot,IPA
GATA1,IPAbloodclot,IPA
GATA2,IPAbloodclot,IPA
GATA3,IPAbloodclot,IPA
GATA4,IPAbloodclot,IPA
GATA5,IPAbloodclot,IPA
GATA6,IPAbloodclot,IPA
GDF15,IPAbloodclot,IPA
gemcitabine,IPAbloodclot,IPA
gestodene,IPAbloodclot,IPA
GFI1B,IPAbloodclot,IPA
GGCX,IPAbloodclot,IPA
GIMAP1-GIMAP5,IPAbloodclot,IPA
globotriaosylceramide,IPAbloodclot,IPA
glucosylceramide,IPAbloodclot,IPA
glucuronyl_glucosamine_glycan_sulfate,IPAbloodclot,IPA
glycyrrhetinic_acid,IPAbloodclot,IPA
Gm21596/Hmgb1,IPAbloodclot,IPA
GNA11,IPAbloodclot,IPA
GNA12,IPAbloodclot,IPA
GNA13,IPAbloodclot,IPA
GNA14,IPAbloodclot,IPA
GNA15,IPAbloodclot,IPA
GNAI2,IPAbloodclot,IPA
GNAQ,IPAbloodclot,IPA
GNB1,IPAbloodclot,IPA
GNG2,IPAbloodclot,IPA
Go_6976,IPAbloodclot,IPA
GOT,IPAbloodclot,IPA
GP5,IPAbloodclot,IPA
GP6,IPAbloodclot,IPA
GP9,IPAbloodclot,IPA
GP1BA,IPAbloodclot,IPA
GP1BB,IPAbloodclot,IPA
Gp5/LOC100911551,IPAbloodclot,IPA
Gpcr,IPAbloodclot,IPA
GPIIB-IIIA,IPAbloodclot,IPA
GPX3,IPAbloodclot,IPA
GRIA1,IPAbloodclot,IPA
GRIK2,IPAbloodclot,IPA
Gsk3,IPAbloodclot,IPA
GSK872,IPAbloodclot,IPA
GSK3B,IPAbloodclot,IPA
GSS,IPAbloodclot,IPA
GSTM1,IPAbloodclot,IPA
GSTM3,IPAbloodclot,IPA
GSTP1,IPAbloodclot,IPA
guanabenz,IPAbloodclot,IPA
guanidinoethylmercaptosuccinic_acid,IPAbloodclot,IPA
GUCY1A1,IPAbloodclot,IPA
GUCY1B1,IPAbloodclot,IPA
GW3965,IPAbloodclot,IPA
H2BC17,IPAbloodclot,IPA
H3-3A/H3-3B,IPAbloodclot,IPA
H3C1,IPAbloodclot,IPA
H3C2,IPAbloodclot,IPA
H3C3,IPAbloodclot,IPA
H3C4,IPAbloodclot,IPA
H3C6,IPAbloodclot,IPA
H3C7,IPAbloodclot,IPA
H3C8,IPAbloodclot,IPA
H3C10,IPAbloodclot,IPA
H3C11,IPAbloodclot,IPA
H3C12,IPAbloodclot,IPA
H3C13,IPAbloodclot,IPA
H3C14,IPAbloodclot,IPA
H3C15,IPAbloodclot,IPA
HABP2,IPAbloodclot,IPA
HAVCR1,IPAbloodclot,IPA
HBB,IPAbloodclot,IPA
HBD,IPAbloodclot,IPA
HBE1,IPAbloodclot,IPA
HBEGF,IPAbloodclot,IPA
HBG1,IPAbloodclot,IPA
HBG2,IPAbloodclot,IPA
HCAR2,IPAbloodclot,IPA
HCAR3,IPAbloodclot,IPA
HCLS1,IPAbloodclot,IPA
HDAC1,IPAbloodclot,IPA
HDAC2,IPAbloodclot,IPA
hemoglobin,IPAbloodclot,IPA
heparan_sulfate,IPAbloodclot,IPA
heparin,IPAbloodclot,IPA
HES5,IPAbloodclot,IPA
hetrombopag,IPAbloodclot,IPA
HISTONE,IPAbloodclot,IPA
HIVEP1,IPAbloodclot,IPA
HMG20B,IPAbloodclot,IPA
HMGCR,IPAbloodclot,IPA
HMOX1,IPAbloodclot,IPA
HNF4A,IPAbloodclot,IPA
HOXA11,IPAbloodclot,IPA
HOXB4,IPAbloodclot,IPA
HPS1,IPAbloodclot,IPA
HPS4,IPAbloodclot,IPA
HPS5,IPAbloodclot,IPA
HPS6,IPAbloodclot,IPA
HRAS,IPAbloodclot,IPA
HRG,IPAbloodclot,IPA
Hrg,IPAbloodclot,IPA
HS3ST5,IPAbloodclot,IPA
HSP90B1,IPAbloodclot,IPA
HSPA5,IPAbloodclot,IPA
HSPG2,IPAbloodclot,IPA
HYAL2,IPAbloodclot,IPA
hydrocortisone,IPAbloodclot,IPA
hydrocortisone_cypionate,IPAbloodclot,IPA
hydrocortisone_succinate,IPAbloodclot,IPA
hydroxychloroquine,IPAbloodclot,IPA
hydroxyurea,IPAbloodclot,IPA
I-BOP,IPAbloodclot,IPA
I131-tositumomab,IPAbloodclot,IPA
ibrutinib,IPAbloodclot,IPA
ibuprofen,IPAbloodclot,IPA
ID1,IPAbloodclot,IPA
ID2,IPAbloodclot,IPA
idarubicin,IPAbloodclot,IPA
idraparinux,IPAbloodclot,IPA
Ifn,IPAbloodclot,IPA
Ifn_gamma,IPAbloodclot,IPA
IFNA2,IPAbloodclot,IPA
IFNA4,IPAbloodclot,IPA
IFNA5,IPAbloodclot,IPA
IFNA6,IPAbloodclot,IPA
IFNA7,IPAbloodclot,IPA
IFNA8,IPAbloodclot,IPA
IFNA10,IPAbloodclot,IPA
IFNA14,IPAbloodclot,IPA
IFNA16,IPAbloodclot,IPA
IFNA17,IPAbloodclot,IPA
IFNA21,IPAbloodclot,IPA
IFNA1/IFNA13,IPAbloodclot,IPA
IFNAR1,IPAbloodclot,IPA
Ifnar,IPAbloodclot,IPA
IFNB1,IPAbloodclot,IPA
IFNG,IPAbloodclot,IPA
IFNGR1,IPAbloodclot,IPA
IFNGR2,IPAbloodclot,IPA
IgG1,IPAbloodclot,IPA
IgG,IPAbloodclot,IPA
IgG1_kappa,IPAbloodclot,IPA
IgG2a,IPAbloodclot,IPA
IL1,IPAbloodclot,IPA
IL2,IPAbloodclot,IPA
IL4,IPAbloodclot,IPA
IL6,IPAbloodclot,IPA
IL9,IPAbloodclot,IPA
IL10,IPAbloodclot,IPA
IL15,IPAbloodclot,IPA
IL21,IPAbloodclot,IPA
IL11RA,IPAbloodclot,IPA
IL12_(complex),IPAbloodclot,IPA
IL12_(family),IPAbloodclot,IPA
IL12B,IPAbloodclot,IPA
IL17A,IPAbloodclot,IPA
IL1B,IPAbloodclot,IPA
IL1RN,IPAbloodclot,IPA
ilomastat,IPAbloodclot,IPA
imatinib,IPAbloodclot,IPA
imetelstat,IPAbloodclot,IPA
immune_checkpoint_inhibitor,IPAbloodclot,IPA
Immunoglobulin,IPAbloodclot,IPA
IMPDH1,IPAbloodclot,IPA
IMPDH2,IPAbloodclot,IPA
indican,IPAbloodclot,IPA
indinavir,IPAbloodclot,IPA
indisulam,IPAbloodclot,IPA
INM004,IPAbloodclot,IPA
INPP5D,IPAbloodclot,IPA
Insulin,IPAbloodclot,IPA
Interferon_alpha,IPAbloodclot,IPA
IRAK3,IPAbloodclot,IPA
IREB2,IPAbloodclot,IPA
IRF1,IPAbloodclot,IPA
IRF2,IPAbloodclot,IPA
IRF6,IPAbloodclot,IPA
IRF7,IPAbloodclot,IPA
irinotecan,IPAbloodclot,IPA
isatoribine,IPAbloodclot,IPA
ISG15,IPAbloodclot,IPA
ITGA2,IPAbloodclot,IPA
ITGA2B,IPAbloodclot,IPA
ITGAL,IPAbloodclot,IPA
ITGAM,IPAbloodclot,IPA
ITGB2,IPAbloodclot,IPA
ITGB3,IPAbloodclot,IPA
ITPA,IPAbloodclot,IPA
ITPK1,IPAbloodclot,IPA
ITPR1,IPAbloodclot,IPA
ITPR2,IPAbloodclot,IPA
ITPR3,IPAbloodclot,IPA
JAK2,IPAbloodclot,IPA
JAK,IPAbloodclot,IPA
JAK1/2,IPAbloodclot,IPA
Japanese-encephalitis_vaccine,IPAbloodclot,IPA
JMJD6,IPAbloodclot,IPA
JMJD1C,IPAbloodclot,IPA
JUP,IPAbloodclot,IPA
kainic_acid,IPAbloodclot,IPA
kaolin,IPAbloodclot,IPA
KDM1A,IPAbloodclot,IPA
ketoconazole,IPAbloodclot,IPA
KISS1R,IPAbloodclot,IPA
KL,IPAbloodclot,IPA
KLKB1,IPAbloodclot,IPA
KMT2E,IPAbloodclot,IPA
KNG1,IPAbloodclot,IPA
Kng1/Kng2,IPAbloodclot,IPA
KPNA1,IPAbloodclot,IPA
KRT20,IPAbloodclot,IPA
L-arginine,IPAbloodclot,IPA
l-asparaginase,IPAbloodclot,IPA
L-glutamic_acid,IPAbloodclot,IPA
Laminin_(complex),IPAbloodclot,IPA
lamivudine,IPAbloodclot,IPA
lansoprazole,IPAbloodclot,IPA
LAT,IPAbloodclot,IPA
LAX1,IPAbloodclot,IPA
LCK,IPAbloodclot,IPA
LCN2,IPAbloodclot,IPA
LCP2,IPAbloodclot,IPA
LDL,IPAbloodclot,IPA
LDLR,IPAbloodclot,IPA
lenalidomide,IPAbloodclot,IPA
LEP,IPAbloodclot,IPA
lepirudin,IPAbloodclot,IPA
let-7,IPAbloodclot,IPA
leukotriene,IPAbloodclot,IPA
leukotriene_C4,IPAbloodclot,IPA
levonorgestrel,IPAbloodclot,IPA
LGALS1,IPAbloodclot,IPA
LGALS3,IPAbloodclot,IPA
LGALS3BP,IPAbloodclot,IPA
LIF,IPAbloodclot,IPA
LILRB3,IPAbloodclot,IPA
LILRB4,IPAbloodclot,IPA
LIMK1,IPAbloodclot,IPA
lipase,IPAbloodclot,IPA
lipopolysaccharide,IPAbloodclot,IPA
lipoteichoic_acid,IPAbloodclot,IPA
LJ001,IPAbloodclot,IPA
LMAN1,IPAbloodclot,IPA
LNPK,IPAbloodclot,IPA
low_molecular_weight_heparin,IPAbloodclot,IPA
LPA,IPAbloodclot,IPA
LPL,IPAbloodclot,IPA
LRP8,IPAbloodclot,IPA
LTA,IPAbloodclot,IPA
LTF,IPAbloodclot,IPA
lurbinectedin,IPAbloodclot,IPA
lusutrombopag,IPAbloodclot,IPA
LY294002,IPAbloodclot,IPA
Ly6a_(includes_others),IPAbloodclot,IPA
LYL1,IPAbloodclot,IPA
LYN,IPAbloodclot,IPA
lysophosphatidic_acid,IPAbloodclot,IPA
LYST,IPAbloodclot,IPA
macitentan,IPAbloodclot,IPA
MAFF,IPAbloodclot,IPA
MAFG,IPAbloodclot,IPA
MAFK,IPAbloodclot,IPA
magnesium,IPAbloodclot,IPA
MAP3K5,IPAbloodclot,IPA
mapatumumab,IPAbloodclot,IPA
MAPK1,IPAbloodclot,IPA
MAPK3,IPAbloodclot,IPA
MAPKAP1,IPAbloodclot,IPA
MASTL,IPAbloodclot,IPA
MB,IPAbloodclot,IPA
MBL2,IPAbloodclot,IPA
MCFD2,IPAbloodclot,IPA
Mcpt4,IPAbloodclot,IPA
MDM2,IPAbloodclot,IPA
MDM4,IPAbloodclot,IPA
measles-mumps-rubella_vaccine,IPAbloodclot,IPA
MECOM,IPAbloodclot,IPA
medroxyprogesterone_acetate,IPAbloodclot,IPA
menACWY,IPAbloodclot,IPA
MERTK,IPAbloodclot,IPA
metformin,IPAbloodclot,IPA
methotrexate,IPAbloodclot,IPA
methylprednisolone,IPAbloodclot,IPA
methylprednisolone_acetate,IPAbloodclot,IPA
methylprednisolone_succinate,IPAbloodclot,IPA
MFAP2,IPAbloodclot,IPA
MFGE8,IPAbloodclot,IPA
MFN2,IPAbloodclot,IPA
MGAT2,IPAbloodclot,IPA
MGLL,IPAbloodclot,IPA
MICAL1,IPAbloodclot,IPA
MINK1,IPAbloodclot,IPA
MIR3162,IPAbloodclot,IPA
MIR4270,IPAbloodclot,IPA
mir-1,IPAbloodclot,IPA
mir-10,IPAbloodclot,IPA
mir-19,IPAbloodclot,IPA
mir-133,IPAbloodclot,IPA
mir-142,IPAbloodclot,IPA
mir-146,IPAbloodclot,IPA
mir-149,IPAbloodclot,IPA
mir-150,IPAbloodclot,IPA
mir-154,IPAbloodclot,IPA
mir-197,IPAbloodclot,IPA
mir-322,IPAbloodclot,IPA
mir-363,IPAbloodclot,IPA
mir-671,IPAbloodclot,IPA
mir-877,IPAbloodclot,IPA
mir-1184,IPAbloodclot,IPA
mir-1207,IPAbloodclot,IPA
mir-1268,IPAbloodclot,IPA
mir-1275,IPAbloodclot,IPA
miR-1207-5p_(and_other_miRNAs_w/seed_GGCAGGG),IPAbloodclot,IPA
miR-125b-5p_(and_other_miRNAs_w/seed_CCCUGAG),IPAbloodclot,IPA
miR-1260a_(and_other_miRNAs_w/seed_UCCCACC),IPAbloodclot,IPA
mir-1260b,IPAbloodclot,IPA
miR-1275_(and_other_miRNAs_w/seed_UGGGGGA),IPAbloodclot,IPA
miR-149-3p_(and_other_miRNAs_w/seed_GGGAGGG),IPAbloodclot,IPA
miR-150-3p_(miRNAs_w/seed_UGGUACA),IPAbloodclot,IPA
mir-30_(includes_others),IPAbloodclot,IPA
miR-4270_(and_other_miRNAs_w/seed_CAGGGAG),IPAbloodclot,IPA
miR-494-3p_(miRNAs_w/seed_GAAACAU),IPAbloodclot,IPA
miR-671-5p_(miRNAs_w/seed_GGAAGCC),IPAbloodclot,IPA
MITF,IPAbloodclot,IPA
MMP1,IPAbloodclot,IPA
MMP2,IPAbloodclot,IPA
MMP7,IPAbloodclot,IPA
MMP9,IPAbloodclot,IPA
MMP14,IPAbloodclot,IPA
Mmp,IPAbloodclot,IPA
moroctocog_alfa,IPAbloodclot,IPA
motesanib,IPAbloodclot,IPA
MPIG6B,IPAbloodclot,IPA
MPL,IPAbloodclot,IPA
MRTFA,IPAbloodclot,IPA
MRTFB,IPAbloodclot,IPA
MS4A1,IPAbloodclot,IPA
MTHFR,IPAbloodclot,IPA
MTOR,IPAbloodclot,IPA
MTORC1,IPAbloodclot,IPA
Mucin,IPAbloodclot,IPA
MX2,IPAbloodclot,IPA
MXRA8,IPAbloodclot,IPA
mycophenolate_mofetil,IPAbloodclot,IPA
MYD88,IPAbloodclot,IPA
MYH9,IPAbloodclot,IPA
MYH10,IPAbloodclot,IPA
MYL9,IPAbloodclot,IPA
MYOCD,IPAbloodclot,IPA
myristoylated_peptide_mp6,IPAbloodclot,IPA
N(G)-monomethyl-D-arginine,IPAbloodclot,IPA
N-acetyl-L-cysteine,IPAbloodclot,IPA
N-ethyl-N-nitrosourea,IPAbloodclot,IPA
N-nitro-L-arginine_methyl_ester,IPAbloodclot,IPA
nadroparin,IPAbloodclot,IPA
NATRIURETIC_PEPTIDE,IPAbloodclot,IPA
NBEAL2,IPAbloodclot,IPA
NFE2,IPAbloodclot,IPA
NFE2L2,IPAbloodclot,IPA
nicotinic_acid,IPAbloodclot,IPA
nifedipine,IPAbloodclot,IPA
nilotinib,IPAbloodclot,IPA
nimesulide,IPAbloodclot,IPA
nitrate,IPAbloodclot,IPA
nitric_oxide,IPAbloodclot,IPA
nitroaspirin,IPAbloodclot,IPA
NNMT,IPAbloodclot,IPA
nomegestrol_acetate,IPAbloodclot,IPA
norepinephrine,IPAbloodclot,IPA
NOS1,IPAbloodclot,IPA
NOS2,IPAbloodclot,IPA
NOS3,IPAbloodclot,IPA
NPC1,IPAbloodclot,IPA
NPPB,IPAbloodclot,IPA
NR3C1,IPAbloodclot,IPA
NR3C2,IPAbloodclot,IPA
NRAS,IPAbloodclot,IPA
NT5E,IPAbloodclot,IPA
OAS2,IPAbloodclot,IPA
oblimersen,IPAbloodclot,IPA
omacetaxine_mepesuccinate,IPAbloodclot,IPA
OMS721,IPAbloodclot,IPA
oprelvekin,IPAbloodclot,IPA
optivate,IPAbloodclot,IPA
ORAI1,IPAbloodclot,IPA
oseltamivir,IPAbloodclot,IPA
P2RX1,IPAbloodclot,IPA
P2RX2,IPAbloodclot,IPA
P2RX3,IPAbloodclot,IPA
P2RX4,IPAbloodclot,IPA
P2RX5,IPAbloodclot,IPA
P2RX6,IPAbloodclot,IPA
P2RX7,IPAbloodclot,IPA
P2RY1,IPAbloodclot,IPA
P2RY12,IPAbloodclot,IPA
P3H2,IPAbloodclot,IPA
PABPC4,IPAbloodclot,IPA
paclitaxel,IPAbloodclot,IPA
pacritinib,IPAbloodclot,IPA
PADI4,IPAbloodclot,IPA
PAFAH2,IPAbloodclot,IPA
PAK1,IPAbloodclot,IPA
PAK2,IPAbloodclot,IPA
Pam3-Cys-Ser-Lys4,IPAbloodclot,IPA
panitumumab,IPAbloodclot,IPA
panobinostat,IPAbloodclot,IPA
pantoprazole,IPAbloodclot,IPA
PAPSS2,IPAbloodclot,IPA
parmodulin_2,IPAbloodclot,IPA
paroxetine,IPAbloodclot,IPA
PAX1,IPAbloodclot,IPA
PAXIP1,IPAbloodclot,IPA
PDE10A,IPAbloodclot,IPA
PDE11A,IPAbloodclot,IPA
PDE3A,IPAbloodclot,IPA
PDE3B,IPAbloodclot,IPA
PDE4A,IPAbloodclot,IPA
PDE4B,IPAbloodclot,IPA
PDE4C,IPAbloodclot,IPA
PDE4D,IPAbloodclot,IPA
PDE5A,IPAbloodclot,IPA
PDE7A,IPAbloodclot,IPA
PDE7B,IPAbloodclot,IPA
PDE8A,IPAbloodclot,IPA
PDGFA,IPAbloodclot,IPA
PDGFB,IPAbloodclot,IPA
PDGFRA,IPAbloodclot,IPA
PDGFRB,IPAbloodclot,IPA
Pdi,IPAbloodclot,IPA
PDIA2,IPAbloodclot,IPA
PDPK1,IPAbloodclot,IPA
PDPN,IPAbloodclot,IPA
PECAM1,IPAbloodclot,IPA
pediatric_HAV_vaccine,IPAbloodclot,IPA
pegintron/ribavirin,IPAbloodclot,IPA
pemetrexed,IPAbloodclot,IPA
pentostatin,IPAbloodclot,IPA
PF4,IPAbloodclot,IPA
PF-4929113,IPAbloodclot,IPA
PF-06741086,IPAbloodclot,IPA
PGF,IPAbloodclot,IPA
PGM3,IPAbloodclot,IPA
PGR,IPAbloodclot,IPA
Phe-Pro-Arg-chloromethyl_ketone,IPAbloodclot,IPA
phenprocoumon,IPAbloodclot,IPA
phenylbutazone,IPAbloodclot,IPA
phenylephrine,IPAbloodclot,IPA
PHF21A,IPAbloodclot,IPA
phospholipid,IPAbloodclot,IPA
PI3K_(complex),IPAbloodclot,IPA
PI3K_(family),IPAbloodclot,IPA
PIK3C3,IPAbloodclot,IPA
PIK3C2A,IPAbloodclot,IPA
PIK3CA,IPAbloodclot,IPA
PIK3CB,IPAbloodclot,IPA
PIK3CD,IPAbloodclot,IPA
PIK3CG,IPAbloodclot,IPA
PIK3R1,IPAbloodclot,IPA
PIK3R5,IPAbloodclot,IPA
PIK3R6,IPAbloodclot,IPA
PIP5K1C,IPAbloodclot,IPA
Pkc(s),IPAbloodclot,IPA
PLA2G7,IPAbloodclot,IPA
PLA2G4A,IPAbloodclot,IPA
plasminogen_activator,IPAbloodclot,IPA
PLAT,IPAbloodclot,IPA
platelet_activating_factor,IPAbloodclot,IPA
platinum_chemotherapy_regimen,IPAbloodclot,IPA
PLAU,IPAbloodclot,IPA
PLAUR,IPAbloodclot,IPA
PLCB2,IPAbloodclot,IPA
PLCB3,IPAbloodclot,IPA
PLCG2,IPAbloodclot,IPA
PLEK,IPAbloodclot,IPA
PLG,IPAbloodclot,IPA
PLPP1,IPAbloodclot,IPA
POLB,IPAbloodclot,IPA
POLG,IPAbloodclot,IPA
poly_ICLC,IPAbloodclot,IPA
polyethyleneimine,IPAbloodclot,IPA
polymyxin_B,IPAbloodclot,IPA
polyphosphate,IPAbloodclot,IPA
PON1,IPAbloodclot,IPA
PON2,IPAbloodclot,IPA
ponatinib,IPAbloodclot,IPA
Pot1b,IPAbloodclot,IPA
PP2/AG1879_tyrosine_kinase_inhibitor,IPAbloodclot,IPA
PPARD,IPAbloodclot,IPA
PPARG,IPAbloodclot,IPA
PPARGC1A,IPAbloodclot,IPA
Ppbp,IPAbloodclot,IPA
PPIA,IPAbloodclot,IPA
PPP1R15A,IPAbloodclot,IPA
PPP1R9B,IPAbloodclot,IPA
PPP3CA,IPAbloodclot,IPA
PPP3CB,IPAbloodclot,IPA
PPP3CC,IPAbloodclot,IPA
PPP3R1,IPAbloodclot,IPA
PPP3R2,IPAbloodclot,IPA
pralatrexate,IPAbloodclot,IPA
prasugrel,IPAbloodclot,IPA
PRCP,IPAbloodclot,IPA
